Symbol,Primary Issue,Buy Condition 50 DMA,Buy Condition 200 DMA,DMA Diff on Entry,Entry Mistake,Sell Condition 50 DMA,Sell Condition 200 DMA,DMA Diff on Exit,Exit Mistake,Buy Verdict,Sell Verdict,Price Change Since Sell
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
BAJFINANCE,Bad Entry (but saved by good exit),-0.93,14.93,16.01,GOOD ENTRY,-0.93,14.93,16.01,GOOD EXIT,Bad call,Good call,-87.46
HCG,EARLY EXIT (wasted good entry),-3.61,10.36,14.5,GOOD ENTRY,-3.61,10.36,14.5,HUGE MISS (30.6% left on table),Good call,Wrong early sell,30.59
HCG,EARLY EXIT (wasted good entry),-3.61,10.36,14.5,GOOD ENTRY,-3.61,10.36,14.5,HUGE MISS (30.6% left on table),Good call,Wrong early sell,30.6
ETERNAL,EARLY EXIT (wasted good entry),5.68,-4.18,-9.33,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
CDSL,EARLY EXIT (wasted good entry),28.9,16.72,-9.45,Death Cross (50<200) | Overbought (>15% above DMA),28.9,16.72,-9.45,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,0.87
ABB,BOTH: Bad Entry + Early Exit,-13.05,-16.93,-4.47,Below 200 DMA | Death Cross (50<200),-13.05,-16.93,-4.47,N/A,Bad call,Wrong early sell,2.93
TARIL,WELL EXECUTED,-4.24,-2.07,2.26,Below 200 DMA | Weak DMA Diff (<3%),-4.24,-2.07,2.26,GOOD EXIT,Good call,Good call,-2.0
ASTRAZEN,EARLY EXIT (wasted good entry),6.53,13.92,6.94,GOOD ENTRY,10.94,19.58,7.79,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,9.58
CHAMBLFERT,WELL EXECUTED,12.94,22.98,8.89,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
BAJAJFINSV,EARLY EXIT (wasted good entry),2.99,9.75,6.57,GOOD ENTRY,5.34,14.64,8.83,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,7.9
HCG,EARLY EXIT (wasted good entry),2.95,16.69,13.34,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.0
CHAMBLFERT,WELL EXECUTED,14.32,26.77,10.89,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
INDIASHLTR,BOTH: Bad Entry + Early Exit,13.36,18.33,4.39,Overbought (>15% above DMA),6.63,17.76,10.44,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Bad call,Wrong early sell,5.54
INDIASHLTR,BOTH: Bad Entry + Early Exit,13.36,18.33,4.39,Overbought (>15% above DMA),6.63,17.76,10.44,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Bad call,Wrong early sell,5.54
MEDANTA,BOTH: Bad Entry + Early Exit,0.69,7.67,6.93,GOOD ENTRY,-2.53,4.43,7.14,Sold during improving trend | Panic sold crossing below 50 DMA | Moderate miss (14.2% left on table),Bad call,Wrong early sell,14.18
MEDANTA,BOTH: Bad Entry + Early Exit,0.69,7.67,6.93,GOOD ENTRY,-2.53,4.43,7.14,Sold during improving trend | Panic sold crossing below 50 DMA | Moderate miss (14.2% left on table),Bad call,Wrong early sell,14.18
MEDANTA,BOTH: Bad Entry + Early Exit,0.69,7.67,6.93,GOOD ENTRY,-2.53,4.43,7.14,Sold during improving trend | Panic sold crossing below 50 DMA | Moderate miss (14.2% left on table),Bad call,Wrong early sell,14.2
CHAMBLFERT,WELL EXECUTED,13.96,29.69,13.81,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
CHAMBLFERT,WELL EXECUTED,13.96,29.69,13.81,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
BAJFINANCE,Bad Entry (but saved by good exit),5.0,21.73,15.94,Overbought (>15% above DMA) | GOOD ENTRY,2.6,19.02,16.0,GOOD EXIT,Bad call,Good call,-87.61
INDIASHLTR,BOTH: Bad Entry + Early Exit,14.51,23.16,7.55,Overbought (>15% above DMA),6.63,17.76,10.44,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Bad call,Wrong early sell,5.54
INDHOTEL,Bad Entry (but saved by good exit),1.43,7.05,5.54,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
INDHOTEL,Bad Entry (but saved by good exit),1.43,7.05,5.54,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
MEDANTA,EARLY EXIT (wasted good entry),0.69,7.67,6.93,GOOD ENTRY,1.86,10.27,8.26,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,8.82
MEDANTA,EARLY EXIT (wasted good entry),0.69,7.67,6.93,GOOD ENTRY,1.86,10.27,8.26,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,8.82
ETERNAL,EARLY EXIT (wasted good entry),3.41,-8.2,-11.23,Below 200 DMA | Death Cross (50<200),9.07,-2.45,-10.56,Sold during improving trend | HUGE MISS (37.6% left on table),Good call,Wrong early sell,37.56
CHOLAFIN,EARLY EXIT (wasted good entry),1.4,6.94,5.46,GOOD ENTRY,6.31,13.17,6.45,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (15.1% left on table),Good call,Wrong early sell,15.11
INDHOTEL,Bad Entry (but saved by good exit),1.86,7.3,5.33,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
INDHOTEL,Bad Entry (but saved by good exit),1.86,7.3,5.33,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
BAJAJFINSV,EARLY EXIT (wasted good entry),1.99,10.73,8.57,GOOD ENTRY,5.34,14.64,8.83,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,7.9
BAJAJFINSV,EARLY EXIT (wasted good entry),1.99,10.73,8.57,GOOD ENTRY,5.34,14.64,8.83,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,7.9
ASALCBR,Bad Entry (but saved by good exit),-10.86,5.69,18.57,GOOD ENTRY,-12.18,3.58,17.95,GOOD EXIT,Bad call,Good call,-0.03
ASALCBR,Bad Entry (but saved by good exit),-10.86,5.69,18.57,GOOD ENTRY,-12.18,3.58,17.95,GOOD EXIT,Bad call,Good call,-0.03
CHOLAFIN,BOTH: Bad Entry + Early Exit,5.29,11.64,6.04,GOOD ENTRY,6.31,13.17,6.45,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (15.1% left on table),Bad call,Wrong early sell,15.11
CHAMBLFERT,WELL EXECUTED,13.39,31.19,15.7,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
CHAMBLFERT,WELL EXECUTED,13.39,31.19,15.7,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
CHAMBLFERT,WELL EXECUTED,13.39,31.19,15.7,Overbought (>15% above DMA),15.11,34.21,16.6,GOOD EXIT,Good call,Good call,-31.62
CDSL,BOTH: Bad Entry + Early Exit,8.97,-7.57,-15.18,Below 200 DMA | Death Cross (50<200),4.88,-10.91,-15.06,Sold during improving trend | HUGE MISS (32.4% left on table),Bad call,Wrong early sell,32.38
CDSL,BOTH: Bad Entry + Early Exit,8.97,-7.57,-15.18,Below 200 DMA | Death Cross (50<200),4.88,-10.91,-15.06,Sold during improving trend | HUGE MISS (32.4% left on table),Bad call,Wrong early sell,32.38
CDSL,BOTH: Bad Entry + Early Exit,8.97,-7.57,-15.18,Below 200 DMA | Death Cross (50<200),4.88,-10.91,-15.06,Sold during improving trend | HUGE MISS (32.4% left on table),Bad call,Wrong early sell,32.38
MEDANTA,EARLY EXIT (wasted good entry),-0.44,7.23,7.71,GOOD ENTRY,1.86,10.27,8.26,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,8.82
MEDANTA,EARLY EXIT (wasted good entry),-0.44,7.23,7.71,GOOD ENTRY,1.86,10.27,8.26,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,8.82
MEDANTA,EARLY EXIT (wasted good entry),-0.44,7.23,7.71,GOOD ENTRY,1.86,10.27,8.26,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,8.82
AARTIPHARM,EARLY EXIT (wasted good entry),-4.43,6.98,11.94,GOOD ENTRY,8.05,19.43,10.54,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,4.34
ASTRAZEN,BOTH: Bad Entry + Early Exit,4.9,15.31,9.93,Overbought (>15% above DMA) | GOOD ENTRY,-2.76,9.36,12.46,Sold during improving trend | Panic sold crossing below 50 DMA | Moderate miss (16.4% left on table),Bad call,Wrong early sell,16.4
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.85
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.85
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.85
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.84
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.84
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.8
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.79
JLHL,WELL EXECUTED,-3.86,-0.38,3.62,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.78
INDHOTEL,Bad Entry (but saved by good exit),-3.44,1.78,5.4,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
INDHOTEL,Bad Entry (but saved by good exit),-3.44,1.78,5.4,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
INDHOTEL,Bad Entry (but saved by good exit),-3.44,1.78,5.4,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
INDHOTEL,Bad Entry (but saved by good exit),-3.44,1.78,5.4,GOOD ENTRY,-1.96,3.34,5.4,GOOD EXIT,Bad call,Good call,-0.46
SHAILY,EARLY EXIT (wasted good entry),-5.74,20.3,27.62,Overbought (>15% above DMA) | GOOD ENTRY,2.33,30.34,27.36,Sold above both DMAs | HUGE MISS (49.4% left on table),Good call,Wrong early sell,49.36
SHAILY,EARLY EXIT (wasted good entry),-5.74,20.3,27.62,Overbought (>15% above DMA) | GOOD ENTRY,2.33,30.34,27.36,Sold above both DMAs | HUGE MISS (49.4% left on table),Good call,Wrong early sell,49.36
ETERNAL,EARLY EXIT (wasted good entry),5.13,-6.24,-10.82,Below 200 DMA | Death Cross (50<200),9.07,-2.45,-10.56,Sold during improving trend | HUGE MISS (37.6% left on table),Good call,Wrong early sell,37.56
HCG,EARLY EXIT (wasted good entry),6.5,20.79,13.41,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.0
HCG,EARLY EXIT (wasted good entry),6.5,20.79,13.41,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.01
HCG,EARLY EXIT (wasted good entry),6.5,20.79,13.41,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.01
HCG,EARLY EXIT (wasted good entry),4.16,18.16,13.44,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.01
HCG,EARLY EXIT (wasted good entry),4.16,18.16,13.44,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.01
HCG,EARLY EXIT (wasted good entry),4.16,18.16,13.44,Overbought (>15% above DMA) | GOOD ENTRY,10.51,26.36,14.34,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Moderate miss (17.0% left on table),Good call,Wrong early sell,17.01
HCG,BOTH: Bad Entry + Early Exit,4.16,18.16,13.44,Overbought (>15% above DMA) | GOOD ENTRY,-3.61,10.36,14.5,Sold during improving trend | Panic sold crossing below 50 DMA | HUGE MISS (30.6% left on table),Bad call,Wrong early sell,30.6
BAJAJHLDNG,EARLY EXIT (wasted good entry),-2.39,5.81,8.4,GOOD ENTRY,6.77,15.11,7.81,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,2.43
BAJAJHLDNG,EARLY EXIT (wasted good entry),-2.39,5.81,8.4,GOOD ENTRY,6.77,15.11,7.81,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,2.43
BAJAJHLDNG,EARLY EXIT (wasted good entry),-2.39,5.81,8.4,GOOD ENTRY,6.77,15.11,7.81,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,2.43
BAJAJHLDNG,WELL EXECUTED,-2.39,5.81,8.4,GOOD ENTRY,8.4,17.24,8.15,GOOD EXIT,Good call,Good call,-1.94
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.37
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.37
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.37
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.34
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JASH,Bad Entry (but saved by good exit),-7.86,1.56,10.22,GOOD ENTRY,-8.98,0.29,10.19,GOOD EXIT,Bad call,Good call,-8.33
JLHL,WELL EXECUTED,-3.8,-0.61,3.32,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.78
JLHL,WELL EXECUTED,-3.8,-0.61,3.32,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.78
JLHL,WELL EXECUTED,-3.8,-0.61,3.32,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.78
JLHL,WELL EXECUTED,-3.8,-0.61,3.32,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.78
HCG,EARLY EXIT (wasted good entry),4.89,19.07,13.52,Overbought (>15% above DMA) | GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.81
HCG,EARLY EXIT (wasted good entry),4.89,19.07,13.52,Overbought (>15% above DMA) | GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.81
HCG,EARLY EXIT (wasted good entry),4.89,19.07,13.52,Overbought (>15% above DMA) | GOOD ENTRY,10.17,17.79,6.91,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (18.8% left on table),Good call,Wrong early sell,18.77
INDHOTEL,BOTH: Bad Entry + Early Exit,-4.03,1.11,5.36,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
ETERNAL,EARLY EXIT (wasted good entry),2.47,-8.54,-10.75,Below 200 DMA | Death Cross (50<200),9.07,-2.45,-10.56,Sold during improving trend | HUGE MISS (37.6% left on table),Good call,Wrong early sell,37.56
HAL,WELL EXECUTED,12.15,5.35,-6.06,Death Cross (50<200),21.76,19.0,-2.27,GOOD EXIT,Good call,Good call,-5.89
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.25
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.23
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.23
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.21
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.21
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.21
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.21
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.15
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.15
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.15
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.15
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.13
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.13
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.13
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.13
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.13
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.13
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,1.5,5.56,4.0,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JUBLFOOD,Bad Entry (but saved by good exit),4.34,5.69,1.29,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.94
JUBLFOOD,Bad Entry (but saved by good exit),4.34,5.69,1.29,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.95
